,DriverNumber,BroadcastName,Abbreviation,DriverId,TeamName,TeamId,CountryCode,Position,ClassifiedPosition,GridPosition,Time,Status,Points,RACEYEAR,RACENUMBER,WinnerTime,WinnerDriver,Racepace,IsWinnerFlag,RACE_AirTemp_mean,RACE_AirTemp_min,RACE_AirTemp_max,RACE_Humidity_mean,RACE_Humidity_min,RACE_Humidity_max,RACE_Pressure_mean,RACE_Pressure_min,RACE_Pressure_max,RACE_Rainfall_max,RACE_TrackTemp_mean,RACE_TrackTemp_min,RACE_TrackTemp_max,RACE_WindDirection_mean,RACE_WindSpeed_mean,RACE_WindSpeed_max,RACE_SESSIONTYPE_first,Driver_x,AvgPitStopDuration_ms,TotalPitStops,Driver_y,RACE_AvgTyreLife_HARD,RACE_AvgTyreLife_INTERMEDIATE,RACE_AvgTyreLife_MEDIUM,RACE_AvgTyreLife_SOFT,RACE_AvgTyreLife_UNKNOWN,RACE_AvgTyreLife_WET,RACE_AvgSpeedOnTyre_HARD,RACE_AvgSpeedOnTyre_INTERMEDIATE,RACE_AvgSpeedOnTyre_MEDIUM,RACE_AvgSpeedOnTyre_SOFT,RACE_AvgSpeedOnTyre_UNKNOWN,RACE_AvgSpeedOnTyre_WET,RACE_AvgLapTimeOnTyre_HARD,RACE_AvgLapTimeOnTyre_INTERMEDIATE,RACE_AvgLapTimeOnTyre_MEDIUM,RACE_AvgLapTimeOnTyre_SOFT,RACE_AvgLapTimeOnTyre_UNKNOWN,RACE_AvgLapTimeOnTyre_WET,RACE_Red,RACE_SCDeployed,RACE_VSCDeployed,RACE_Yellow,fast,medium,slow,TotalCorners
10,22,Y TSUNODA,TSU,tsunoda,AlphaTauri,alphatauri,JPN,11.0,11,14.0,90870.0,Finished,0.0,2023,1,5636736.0,max_verstappen,0.016121031746031748,0,27.43167701863354,26.2,29.8,21.496894409937887,18.0,28.0,1016.8639751552795,1016.5,1017.5,False,31.01180124223602,28.7,35.1,177.1304347826087,0.6832298136645962,2.2,R,TSU,25124.333333333332,3.0,TSU,8.033333333333333,,,9.592592592592593,,,283.7857142857143,,,284.0769230769231,,,100.65806666666666,,,100.29125925925926,,,0,0,1,4,0.0,1.0,14.0,15.0
11,2,L SARGEANT,SAR,sargeant,Williams,williams,USA,12.0,12,16.0,1136.0,Lapped,0.0,2023,1,5636736.0,max_verstappen,0.00020153507277970796,0,27.43167701863354,26.2,29.8,21.496894409937887,18.0,28.0,1016.8639751552795,1016.5,1017.5,False,31.01180124223602,28.7,35.1,177.1304347826087,0.6832298136645962,2.2,R,SAR,25436.666666666668,3.0,SAR,5.5,,,8.369565217391305,,,282.8888888888889,,,284.6818181818182,,,101.5996,,,100.4755652173913,,,0,0,1,4,0.0,1.0,14.0,15.0
12,20,K MAGNUSSEN,MAG,kevin_magnussen,Haas F1 Team,haas,DEN,13.0,13,17.0,16757.0,Lapped,0.0,2023,1,5636736.0,max_verstappen,0.0029728197311351817,0,27.43167701863354,26.2,29.8,21.496894409937887,18.0,28.0,1016.8639751552795,1016.5,1017.5,False,31.01180124223602,28.7,35.1,177.1304347826087,0.6832298136645962,2.2,R,MAG,25311.666666666668,3.0,MAG,7.758620689655173,,,7.481481481481482,,,280.1111111111111,,,281.7307692307692,,,101.52648275862067,,,100.34166666666667,,,0,0,1,4,0.0,1.0,14.0,15.0
13,21,N DE VRIES,DEV,de_vries,AlphaTauri,alphatauri,NED,14.0,14,19.0,22523.0,Lapped,0.0,2023,1,5636736.0,max_verstappen,0.003995752151599791,0,27.43167701863354,26.2,29.8,21.496894409937887,18.0,28.0,1016.8639751552795,1016.5,1017.5,False,31.01180124223602,28.7,35.1,177.1304347826087,0.6832298136645962,2.2,R,DEV,25109.0,2.0,DEV,12.688888888888888,,,6.0,,,278.3863636363636,,,282.2,,,100.75275555555555,,,102.30772727272728,,,0,0,1,4,0.0,1.0,14.0,15.0
14,27,N HULKENBERG,HUL,hulkenberg,Haas F1 Team,haas,GER,15.0,15,10.0,38911.0,Lapped,0.0,2023,1,5636736.0,max_verstappen,0.006903108465608466,0,27.43167701863354,26.2,29.8,21.496894409937887,18.0,28.0,1016.8639751552795,1016.5,1017.5,False,31.01180124223602,28.7,35.1,177.1304347826087,0.6832298136645962,2.2,R,HUL,30311.666666666668,3.0,HUL,7.758620689655173,,,10.481481481481481,,,281.44444444444446,,,282.34615384615387,,,101.56093103448275,,,100.56962962962963,,,0,0,1,4,0.0,1.0,14.0,15.0
15,24,G ZHOU,ZHO,zhou,Alfa Romeo,alfa,CHN,16.0,16,13.0,39649.0,Lapped,0.0,2023,1,5636736.0,max_verstappen,0.00703403529986148,0,27.43167701863354,26.2,29.8,21.496894409937887,18.0,28.0,1016.8639751552795,1016.5,1017.5,False,31.01180124223602,28.7,35.1,177.1304347826087,0.6832298136645962,2.2,R,ZHO,27093.333333333332,3.0,ZHO,10.5,,,11.277777777777779,,,281.8421052631579,,,279.5,,,100.49905000000001,,,101.84455555555557,,,0,0,1,4,0.0,1.0,14.0,15.0
16,4,L NORRIS,NOR,norris,McLaren,mclaren,GBR,17.0,17,11.0,6636.0,Lapped,0.0,2023,1,5636736.0,max_verstappen,0.0011772770624701955,0,27.43167701863354,26.2,29.8,21.496894409937887,18.0,28.0,1016.8639751552795,1016.5,1017.5,False,31.01180124223602,28.7,35.1,177.1304347826087,0.6832298136645962,2.2,R,NOR,32606.166666666668,6.0,NOR,4.882352941176471,,5.5,7.25,,,280.2,,280.55555555555554,280.28,,,103.82217647058825,,101.1867,102.376,,,0,0,1,4,0.0,1.0,14.0,15.0
17,31,E OCON,OCO,ocon,Alpine,alpine,FRA,18.0,R,9.0,,Retired,0.0,2023,1,5636736.0,max_verstappen,,0,27.43167701863354,26.2,29.8,21.496894409937887,18.0,28.0,1016.8639751552795,1016.5,1017.5,False,31.01180124223602,28.7,35.1,177.1304347826087,0.6832298136645962,2.2,R,OCO,36989.0,3.0,OCO,8.793103448275861,,,9.5,,,280.03846153846155,,,279.54545454545456,,,103.6376551724138,,,101.17283333333334,,,0,0,1,4,0.0,1.0,14.0,15.0
18,16,C LECLERC,LEC,leclerc,Ferrari,ferrari,MON,19.0,R,3.0,,Retired,0.0,2023,1,5636736.0,max_verstappen,,0,27.43167701863354,26.2,29.8,21.496894409937887,18.0,28.0,1016.8639751552795,1016.5,1017.5,False,31.01180124223602,28.7,35.1,177.1304347826087,0.6832298136645962,2.2,R,LEC,24460.5,2.0,LEC,8.814814814814815,,,7.0,,,281.72,,,280.5833333333333,,,99.86323076923077,,,99.2056923076923,,,0,0,1,4,0.0,1.0,14.0,15.0
19,81,O PIASTRI,PIA,piastri,McLaren,mclaren,AUS,20.0,R,18.0,,Retired,0.0,2023,1,5636736.0,max_verstappen,,0,27.43167701863354,26.2,29.8,21.496894409937887,18.0,28.0,1016.8639751552795,1016.5,1017.5,False,31.01180124223602,28.7,35.1,177.1304347826087,0.6832298136645962,2.2,R,,,,PIA,,,,7.0,,,,,,282.1666666666667,,,,,,103.27576923076921,,,0,0,1,4,0.0,1.0,14.0,15.0
20,11,S PEREZ,PER,perez,Red Bull Racing,red_bull,MEX,1.0,1,1.0,4874894.0,Finished,25.0,2023,2,4874894.0,perez,1.0,1,26.09189189189189,25.8,26.4,57.79054054054054,55.0,62.0,1010.9297297297297,1010.5,1011.4,False,31.79256756756757,29.9,34.3,271.1621621621622,1.7722972972972975,3.7,R,PER,20671.0,1.0,PER,16.5,,9.5,,,,289.625,,293.52941176470586,,,,92.89006666666667,,96.50327777777778,,,,0,1,0,1,11.0,1.0,15.0,27.0
21,1,M VERSTAPPEN,VER,max_verstappen,Red Bull Racing,red_bull,NED,2.0,2,15.0,5355.0,Finished,19.0,2023,2,4874894.0,perez,0.0010984854234779259,0,26.09189189189189,25.8,26.4,57.79054054054054,55.0,62.0,1010.9297297297297,1010.5,1011.4,False,31.79256756756757,29.9,34.3,271.1621621621622,1.7722972972972975,3.7,R,VER,20859.0,1.0,VER,16.5,,9.5,,,,291.0,,302.11764705882354,,,,93.0304,,98.08705555555554,,,,0,1,0,1,11.0,1.0,15.0,27.0
22,14,F ALONSO,ALO,alonso,Aston Martin,aston_martin,ESP,3.0,3,2.0,20728.0,Finished,15.0,2023,2,4874894.0,perez,0.004251989889421185,0,26.09189189189189,25.8,26.4,57.79054054054054,55.0,62.0,1010.9297297297297,1010.5,1011.4,False,31.79256756756757,29.9,34.3,271.1621621621622,1.7722972972972975,3.7,R,ALO,26859.0,1.0,ALO,17.5,,9.5,,,,288.25,,291.8235294117647,,,,93.56086666666667,,96.96088888888889,,,,0,1,0,1,11.0,1.0,15.0,27.0
23,63,G RUSSELL,RUS,russell,Mercedes,mercedes,GBR,4.0,4,3.0,25866.0,Finished,12.0,2023,2,4874894.0,perez,0.005305961524496737,0,26.09189189189189,25.8,26.4,57.79054054054054,55.0,62.0,1010.9297297297297,1010.5,1011.4,False,31.79256756756757,29.9,34.3,271.1621621621622,1.7722972972972975,3.7,R,RUS,20828.0,1.0,RUS,16.5,,9.5,,,,287.65625,,289.8235294117647,,,,93.72419999999998,,97.55394444444445,,,,0,1,0,1,11.0,1.0,15.0,27.0
24,44,L HAMILTON,HAM,hamilton,Mercedes,mercedes,GBR,5.0,5,7.0,31065.0,Finished,10.0,2023,2,4874894.0,perez,0.006372446252164663,0,26.09189189189189,25.8,26.4,57.79054054054054,55.0,62.0,1010.9297297297297,1010.5,1011.4,False,31.79256756756757,29.9,34.3,271.1621621621622,1.7722972972972975,3.7,R,HAM,21062.0,1.0,HAM,9.5,,16.5,,,,292.52941176470586,,292.84375,,,,98.6033888888889,,93.86776666666668,,,,0,1,0,1,11.0,1.0,15.0,27.0
25,55,C SAINZ,SAI,sainz,Ferrari,ferrari,ESP,6.0,6,4.0,35876.0,Finished,8.0,2023,2,4874894.0,perez,0.007359339505638482,0,26.09189189189189,25.8,26.4,57.79054054054054,55.0,62.0,1010.9297297297297,1010.5,1011.4,False,31.79256756756757,29.9,34.3,271.1621621621622,1.7722972972972975,3.7,R,SAI,20750.0,1.0,SAI,18.0,,8.0,,,,283.9142857142857,,300.2857142857143,,,,97.49582352941177,,96.02766666666666,,,,0,1,0,1,11.0,1.0,15.0,27.0
26,16,C LECLERC,LEC,leclerc,Ferrari,ferrari,MON,7.0,7,12.0,43162.0,Finished,6.0,2023,2,4874894.0,perez,0.008853936106097896,0,26.09189189189189,25.8,26.4,57.79054054054054,55.0,62.0,1010.9297297297297,1010.5,1011.4,False,31.79256756756757,29.9,34.3,271.1621621621622,1.7722972972972975,3.7,R,LEC,20062.0,1.0,LEC,17.5,,,8.5,,,288.5882352941176,,,298.93333333333334,,,97.73560606060605,,,96.227,,,0,1,0,1,11.0,1.0,15.0,27.0
27,31,E OCON,OCO,ocon,Alpine,alpine,FRA,8.0,8,6.0,52832.0,Finished,4.0,2023,2,4874894.0,perez,0.010837568980987073,0,26.09189189189189,25.8,26.4,57.79054054054054,55.0,62.0,1010.9297297297297,1010.5,1011.4,False,31.79256756756757,29.9,34.3,271.1621621621622,1.7722972972972975,3.7,R,OCO,20797.0,1.0,OCO,17.5,,8.5,,,,286.97058823529414,,290.8,,,,97.89384848484849,,96.58156249999999,,,,0,1,0,1,11.0,1.0,15.0,27.0
28,10,P GASLY,GAS,gasly,Alpine,alpine,FRA,9.0,9,9.0,54747.0,Finished,2.0,2023,2,4874894.0,perez,0.011230398035321384,0,26.09189189189189,25.8,26.4,57.79054054054054,55.0,62.0,1010.9297297297297,1010.5,1011.4,False,31.79256756756757,29.9,34.3,271.1621621621622,1.7722972972972975,3.7,R,GAS,20703.0,1.0,GAS,18.5,,7.5,,,,286.19444444444446,,297.6923076923077,,,,97.77634285714285,,96.91692857142856,,,,0,1,0,1,11.0,1.0,15.0,27.0
29,20,K MAGNUSSEN,MAG,kevin_magnussen,Haas F1 Team,haas,DEN,10.0,10,13.0,64825.99999999999,Finished,1.0,2023,2,4874894.0,perez,0.013297930170379087,0,26.09189189189189,25.8,26.4,57.79054054054054,55.0,62.0,1010.9297297297297,1010.5,1011.4,False,31.79256756756757,29.9,34.3,271.1621621621622,1.7722972972972975,3.7,R,MAG,20922.0,1.0,MAG,21.5,,4.5,,,,291.85714285714283,,296.7142857142857,,,,98.9074761904762,,98.20075,,,,0,1,0,1,11.0,1.0,15.0,27.0
30,22,Y TSUNODA,TSU,tsunoda,AlphaTauri,alphatauri,JPN,11.0,11,16.0,67494.0,Finished,0.0,2023,2,4874894.0,perez,0.01384522412179629,0,26.09189189189189,25.8,26.4,57.79054054054054,55.0,62.0,1010.9297297297297,1010.5,1011.4,False,31.79256756756757,29.9,34.3,271.1621621621622,1.7722972972972975,3.7,R,TSU,21406.0,1.0,TSU,17.0,,9.0,,,,288.4848484848485,,291.0,,,,97.9735625,,97.34311764705885,,,,0,1,0,1,11.0,1.0,15.0,27.0
31,27,N HULKENBERG,HUL,hulkenberg,Haas F1 Team,haas,GER,12.0,12,10.0,70588.0,Finished,0.0,2023,2,4874894.0,perez,0.014479904588694647,0,26.09189189189189,25.8,26.4,57.79054054054054,55.0,62.0,1010.9297297297297,1010.5,1011.4,False,31.79256756756757,29.9,34.3,271.1621621621622,1.7722972972972975,3.7,R,HUL,21515.0,1.0,HUL,20.0,,6.0,,,,291.8974358974359,,299.2,,,,99.27064102564104,,97.62972727272727,,,,0,1,0,1,11.0,1.0,15.0,27.0
32,24,G ZHOU,ZHO,zhou,Alfa Romeo,alfa,CHN,13.0,13,11.0,76060.0,Finished,0.0,2023,2,4874894.0,perez,0.015602390534030073,0,26.09189189189189,25.8,26.4,57.79054054054054,55.0,62.0,1010.9297297297297,1010.5,1011.4,False,31.79256756756757,29.9,34.3,271.1621621621622,1.7722972972972975,3.7,R,ZHO,21476.5,2.0,ZHO,4.0,,13.813953488372093,,,,279.6666666666667,,293.14285714285717,,,,106.47442857142856,,97.80541860465115,,,,0,1,0,1,11.0,1.0,15.0,27.0
33,21,N DE VRIES,DEV,de_vries,AlphaTauri,alphatauri,NED,14.0,14,18.0,77478.0,Finished,0.0,2023,2,4874894.0,perez,0.015893268653636366,0,26.09189189189189,25.8,26.4,57.79054054054054,55.0,62.0,1010.9297297297297,1010.5,1011.4,False,31.79256756756757,29.9,34.3,271.1621621621622,1.7722972972972975,3.7,R,DEV,21109.0,1.0,DEV,17.0,,9.0,,,,292.93939393939394,,295.6875,,,,99.46545454545456,,98.236,,,,0,1,0,1,11.0,1.0,15.0,27.0
34,81,O PIASTRI,PIA,piastri,McLaren,mclaren,AUS,15.0,15,8.0,85021.0,Finished,0.0,2023,2,4874894.0,perez,0.017440584349116103,0,26.09189189189189,25.8,26.4,57.79054054054054,55.0,62.0,1010.9297297297297,1010.5,1011.4,False,31.79256756756757,29.9,34.3,271.1621621621622,1.7722972972972975,3.7,R,PIA,31390.0,1.0,PIA,25.0,,1.0,,,,291.9591836734694,,,,,,99.03389795918369,,107.254,,,,0,1,0,1,11.0,1.0,15.0,27.0
35,2,L SARGEANT,SAR,sargeant,Williams,williams,USA,16.0,16,20.0,86293.0,Finished,0.0,2023,2,4874894.0,perez,0.017701513099566885,0,26.09189189189189,25.8,26.4,57.79054054054054,55.0,62.0,1010.9297297297297,1010.5,1011.4,False,31.79256756756757,29.9,34.3,271.1621621621622,1.7722972972972975,3.7,R,SAR,21063.0,1.0,SAR,9.5,,16.5,,,,296.47058823529414,,299.21875,,,,100.31666666666666,,98.60896875,,,,0,1,0,1,11.0,1.0,15.0,27.0
36,4,L NORRIS,NOR,norris,McLaren,mclaren,GBR,17.0,17,19.0,86445.0,Finished,0.0,2023,2,4874894.0,perez,0.01773269326471509,0,26.09189189189189,25.8,26.4,57.79054054054054,55.0,62.0,1010.9297297297297,1010.5,1011.4,False,31.79256756756757,29.9,34.3,271.1621621621622,1.7722972972972975,3.7,R,NOR,25382.0,2.0,NOR,9.0,,16.0,1.5,,,280.75,,301.35483870967744,298.0,,,102.76664705882354,,96.93267741935486,104.69649999999999,,,0,1,0,1,11.0,1.0,15.0,27.0
37,77,V BOTTAS,BOT,bottas,Alfa Romeo,alfa,FIN,18.0,18,14.0,29584.0,Lapped,0.0,2023,2,4874894.0,perez,0.0060686447746351,0,26.09189189189189,25.8,26.4,57.79054054054054,55.0,62.0,1010.9297297297297,1010.5,1011.4,False,31.79256756756757,29.9,34.3,271.1621621621622,1.7722972972972975,3.7,R,BOT,21801.333333333332,3.0,BOT,4.5,,8.0,7.5,,,288.85714285714283,,289.96,290.35714285714283,,,101.33862500000001,,99.44996153846152,96.92285714285713,,,0,1,0,1,11.0,1.0,15.0,27.0
38,23,A ALBON,ALB,albon,Williams,williams,THA,19.0,R,17.0,,Retired,0.0,2023,2,4874894.0,perez,,0,26.09189189189189,25.8,26.4,57.79054054054054,55.0,62.0,1010.9297297297297,1010.5,1011.4,False,31.79256756756757,29.9,34.3,271.1621621621622,1.7722972972972975,3.7,R,ALB,21375.0,1.0,ALB,5.5,,9.0,,,,283.44444444444446,,300.0,,,,107.57275000000001,,97.8250588235294,,,,0,1,0,1,11.0,1.0,15.0,27.0
39,18,L STROLL,STR,stroll,Aston Martin,aston_martin,CAN,20.0,R,5.0,,Retired,0.0,2023,2,4874894.0,perez,,0,26.09189189189189,25.8,26.4,57.79054054054054,55.0,62.0,1010.9297297297297,1010.5,1011.4,False,31.79256756756757,29.9,34.3,271.1621621621622,1.7722972972972975,3.7,R,STR,21156.0,1.0,STR,3.5,,7.0,,,,279.6666666666667,,295.5833333333333,,,,102.35066666666667,,96.164,,,,0,1,0,1,11.0,1.0,15.0,27.0
40,1,M VERSTAPPEN,VER,max_verstappen,Red Bull Racing,red_bull,NED,1.0,1,1.0,9158371.0,Finished,25.0,2023,3,9158371.0,max_verstappen,1.0,1,17.449549549549552,16.8,18.1,54.15765765765766,50.0,61.0,1018.3666666666667,1018.0,1018.7,False,30.13963963963964,19.2,35.4,138.07207207207207,1.127027027027027,5.0,R,VER,1216433.6666666667,3.0,VER,24.0,,4.5,5.0,,,278.3478260869565,,266.0,163.5,,,83.01482222222221,,101.24871428571429,,,,4,3,1,6,4.0,2.0,8.0,14.0
41,44,L HAMILTON,HAM,hamilton,Mercedes,mercedes,GBR,2.0,2,3.0,179.0,Finished,18.0,2023,3,9158371.0,max_verstappen,1.954496056121771e-05,0,17.449549549549552,16.8,18.1,54.15765765765766,50.0,61.0,1018.3666666666667,1018.0,1018.7,False,30.13963963963964,19.2,35.4,138.07207207207207,1.127027027027027,5.0,R,HAM,1218741.0,3.0,HAM,24.0,,4.5,5.333333333333333,,,279.69565217391306,,265.42857142857144,142.5,,,84.1132,,101.05385714285714,144.44,,,4,3,1,6,4.0,2.0,8.0,14.0
42,14,F ALONSO,ALO,alonso,Aston Martin,aston_martin,ESP,3.0,3,4.0,769.0,Finished,15.0,2023,3,9158371.0,max_verstappen,8.396689760657217e-05,0,17.449549549549552,16.8,18.1,54.15765765765766,50.0,61.0,1018.3666666666667,1018.0,1018.7,False,30.13963963963964,19.2,35.4,138.07207207207207,1.127027027027027,5.0,R,ALO,1215481.3333333333,3.0,ALO,24.0,,5.5,5.333333333333333,,,279.8695652173913,,264.42857142857144,143.0,,,83.30933333333334,,101.61628571428572,,,,4,3,1,6,4.0,2.0,8.0,14.0
43,18,L STROLL,STR,stroll,Aston Martin,aston_martin,CAN,4.0,4,6.0,3082.0,Finished,12.0,2023,3,9158371.0,max_verstappen,0.0003365227287691228,0,17.449549549549552,16.8,18.1,54.15765765765766,50.0,61.0,1018.3666666666667,1018.0,1018.7,False,30.13963963963964,19.2,35.4,138.07207207207207,1.127027027027027,5.0,R,STR,1216058.6666666667,3.0,STR,24.0,,5.5,6.666666666666667,,,286.3478260869565,,270.2857142857143,182.0,,,83.59837777777778,,102.33985714285714,,,,4,3,1,6,4.0,2.0,8.0,14.0
44,11,S PEREZ,PER,perez,Red Bull Racing,red_bull,MEX,5.0,5,20.0,3320.0,Finished,11.0,2023,3,9158371.0,max_verstappen,0.00036250988303487597,0,17.449549549549552,16.8,18.1,54.15765765765766,50.0,61.0,1018.3666666666667,1018.0,1018.7,False,30.13963963963964,19.2,35.4,138.07207207207207,1.127027027027027,5.0,R,PER,740601.0,5.0,PER,22.166666666666668,,1.0,1.3333333333333333,,,288.01960784313724,,,195.0,,,85.48998039215685,,131.789,,,,4,3,1,6,4.0,2.0,8.0,14.0
